	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ATP1B11	6.21428397136832e-169	0.303704021297697	0.739	0.439	1.51759028864786e-164	Ciliated cells	ATP1B1
LBH1	2.82033729641681e-163	0.476928564989442	0.456	0.21	6.8875457115795e-159	Ciliated cells	LBH
MORF4L1	3.54627812568401e-163	0.320051827971408	0.799	0.557	8.66036581073293e-159	Ciliated cells	MORF4L1
ZNF106	1.72323046588236e-160	0.276136882518051	0.453	0.207	4.20830112073132e-156	Ciliated cells	ZNF106
NFIC1	4.84244438737957e-158	0.268449968916971	0.561	0.279	1.18257334384196e-153	Ciliated cells	NFIC
ACO2	9.46559222378319e-157	0.255730592948786	0.467	0.22	2.31159227697009e-152	Ciliated cells	ACO2
HINT1	7.87013967308283e-156	0.316090171090164	0.789	0.538	1.92196680956356e-151	Ciliated cells	HINT1
BCL61	2.9081749883611e-155	0.292322881942715	0.472	0.22	7.10205413907663e-151	Ciliated cells	BCL6
DAD1	2.01741140463498e-151	0.270777251626053	0.57	0.302	4.92672039125909e-147	Ciliated cells	DAD1
COX6A1	2.0335671607062e-150	0.27347715859117	0.58	0.313	4.96617436316062e-146	Ciliated cells	COX6A1
LDHB	7.11948366809241e-150	0.252671396484871	0.509	0.252	1.73864910658485e-145	Ciliated cells	LDHB
TGIF1	1.11076590434865e-149	0.284360876632612	0.45	0.214	2.71260141500984e-145	Ciliated cells	TGIF1
CD46	1.77228208206545e-146	0.300161556911287	0.53	0.283	4.32809007261203e-142	Ciliated cells	CD46
TMED10	3.11376193911678e-145	0.292952118356941	0.736	0.473	7.6041180315171e-141	Ciliated cells	TMED10
ATP5ME	1.71486730591925e-140	0.258394628492006	0.512	0.267	4.18787744778539e-136	Ciliated cells	ATP5ME
MTRNR2L12	5.57095637803599e-134	0.421614525098599	0.725	0.51	1.36048325708017e-129	Ciliated cells	MTRNR2L12
NDUFA1	3.99798876451992e-132	0.291997432294749	0.805	0.575	9.76348836183409e-128	Ciliated cells	NDUFA1
NCOA71	9.52472396866517e-131	0.542653902725778	0.489	0.255	2.32603284038772e-126	Ciliated cells	NCOA7
MTRNR2L8	5.3279452359646e-129	0.491794624900489	0.396	0.192	1.30113750607491e-124	Ciliated cells	MTRNR2L8
CAST	5.65903431194033e-128	0.283475321077164	0.785	0.566	1.38199276931895e-123	Ciliated cells	CAST
STOM	7.57386593522514e-125	0.316040315018761	0.68	0.44	1.84961380004133e-120	Ciliated cells	STOM
AQP32	4.92722583243683e-124	0.308132684110728	0.619	0.355	1.2032778205394e-119	Ciliated cells	AQP3
TOB11	5.39101548571982e-122	0.263807357612855	0.741	0.489	1.31653989176764e-117	Ciliated cells	TOB1
MSMO11	1.21970457776522e-120	0.271770251022908	0.371	0.169	2.97864054936045e-116	Ciliated cells	MSMO1
CIRBP	1.39860037377413e-116	0.27599902560834	0.828	0.635	3.41552197279381e-112	Ciliated cells	CIRBP
SOCS32	3.05610334970318e-116	0.575366130265964	0.521	0.318	7.46330999031015e-112	Ciliated cells	SOCS3
RARRES3	1.13387889958869e-115	0.274518338743774	0.366	0.173	2.76904566068553e-111	Ciliated cells	RARRES3
ID3	1.67535519652121e-112	0.326550873357352	0.373	0.181	4.09138492542446e-108	Ciliated cells	ID3
LENG8	1.27073626994987e-109	0.263441335685748	0.416	0.212	3.10326504484457e-105	Ciliated cells	LENG8
TMEM258	2.36963213511891e-107	0.257989011231905	0.675	0.448	5.7868786371739e-103	Ciliated cells	TMEM258
MT-ND6	8.42764599757961e-103	0.32308817929885	0.39	0.201	2.05811542906892e-98	Ciliated cells	MT-ND6
NEAT1	2.32413710444307e-71	0.494743845806508	0.679	0.552	5.67577522276042e-67	Ciliated cells	NEAT1
RHOB1	2.13821657042063e-60	0.428440053705036	0.874	0.843	5.22173868662422e-56	Ciliated cells	RHOB
HSPB12	6.1794426413499e-41	0.268826385752666	0.792	0.7	1.50908168744406e-36	Ciliated cells	HSPB1
ATF31	3.63459380322856e-07	0.287586692240176	0.656	0.664	0.00887604152686448	Ciliated cells	ATF3
EPAS1	0	2.55627146671552	0.968	0.231	0	Endothelial cells	EPAS1
SPARCL1	0	2.31897982201831	0.934	0.043	0	Endothelial cells	SPARCL1
TIMP3	0	1.8640911006179	0.867	0.106	0	Endothelial cells	TIMP3
CAVIN2	0	1.74123703993969	0.791	0.091	0	Endothelial cells	CAVIN2
HLA-E1	0	1.71976009643975	1	0.918	0	Endothelial cells	HLA-E
VWF	0	1.70612901896087	0.7	0.005	0	Endothelial cells	VWF
CAVIN1	0	1.68566538183954	0.905	0.14	0	Endothelial cells	CAVIN1
PECAM11	0	1.6453598382376	0.923	0.309	0	Endothelial cells	PECAM1
CAV1	0	1.62550161737493	0.939	0.113	0	Endothelial cells	CAV1
FAM107A	0	1.61778939022942	0.696	0.012	0	Endothelial cells	FAM107A
TMEM100	0	1.61684221324426	0.643	0.006	0	Endothelial cells	TMEM100
IGFBP4	0	1.5887395755271	0.857	0.088	0	Endothelial cells	IGFBP4
RAMP2	0	1.58445641081841	0.82	0.008	0	Endothelial cells	RAMP2
DEPP1	0	1.58220005622969	0.572	0.04	0	Endothelial cells	DEPP1
AQP11	0	1.57984661941427	0.801	0.111	0	Endothelial cells	AQP1
SPARC	0	1.52388384837169	0.786	0.127	0	Endothelial cells	SPARC
A2M	0	1.52043991939139	0.896	0.089	0	Endothelial cells	A2M
APP1	0	1.50262667742322	0.889	0.3	0	Endothelial cells	APP
FCN3	0	1.49638006063689	0.43	0.004	0	Endothelial cells	FCN3
CLEC14A	0	1.46310496691869	0.787	0.003	0	Endothelial cells	CLEC14A
PTPRB	0	1.46270741923109	0.718	0.007	0	Endothelial cells	PTPRB
TNFSF10	0	1.45762381658385	0.805	0.115	0	Endothelial cells	TNFSF10
ACKR1	0	1.38234845750387	0.269	0.003	0	Endothelial cells	ACKR1
CD931	0	1.34310064367592	0.703	0.055	0	Endothelial cells	CD93
GPX3	0	1.34006622819117	0.682	0.108	0	Endothelial cells	GPX3
EDN1	0	1.29634364238872	0.457	0.039	0	Endothelial cells	EDN1
PRSS23	0	1.29019803558111	0.528	0.063	0	Endothelial cells	PRSS23
SPTBN11	0	1.29014279390637	0.812	0.19	0	Endothelial cells	SPTBN1
CALCRL	0	1.25051248873042	0.645	0.013	0	Endothelial cells	CALCRL
IFI271	0	1.22100865656199	0.794	0.132	0	Endothelial cells	IFI27
MGP	0	1.20680897551769	0.573	0.072	0	Endothelial cells	MGP
IGFBP71	0	1.20475618655795	0.523	0.146	0	Endothelial cells	IGFBP7
VIPR1	0	1.19365656298746	0.577	0.019	0	Endothelial cells	VIPR1
IFITM31	0	1.18548229012323	0.836	0.346	0	Endothelial cells	IFITM3
CDH5	0	1.16832920329474	0.725	0.003	0	Endothelial cells	CDH5
CD361	0	1.13656109121688	0.484	0.122	0	Endothelial cells	CD36
TM4SF11	0	1.12270494208978	0.714	0.119	0	Endothelial cells	TM4SF1
LIFR	0	1.11945058882108	0.578	0.044	0	Endothelial cells	LIFR
PDK41	0	1.11780338216595	0.624	0.246	0	Endothelial cells	PDK4
CLDN5	0	1.11369175492204	0.633	0.002	0	Endothelial cells	CLDN5
EMCN	0	1.11119286303272	0.57	0.002	0	Endothelial cells	EMCN
ADGRF51	0	1.09335003890736	0.666	0.159	0	Endothelial cells	ADGRF5
GNG11	0	1.07066861890837	0.662	0.023	0	Endothelial cells	GNG11
GBP4	0	1.06662610042325	0.657	0.129	0	Endothelial cells	GBP4
ITM2A	0	1.04336641552635	0.684	0.092	0	Endothelial cells	ITM2A
POSTN	0	1.04086957569909	0.382	0.002	0	Endothelial cells	POSTN
ENPP2	0	1.03859962022033	0.29	0.029	0	Endothelial cells	ENPP2
LDB2	0	1.03417069154638	0.624	0.008	0	Endothelial cells	LDB2
ITM2B1	0	1.02841264330055	0.997	0.884	0	Endothelial cells	ITM2B
BTNL9	0	1.01313920235703	0.518	0.005	0	Endothelial cells	BTNL9
LEPR	0	1.01280345200692	0.582	0.034	0	Endothelial cells	LEPR
TSPAN7	0	1.00750571156394	0.599	0.03	0	Endothelial cells	TSPAN7
SLC9A3R2	0	1.00158460659832	0.575	0.055	0	Endothelial cells	SLC9A3R2
TCF4	0	0.991223120647693	0.635	0.079	0	Endothelial cells	TCF4
SLC6A4	0	0.990992926547139	0.369	0.009	0	Endothelial cells	SLC6A4
BMPR2	0	0.982427550103356	0.626	0.126	0	Endothelial cells	BMPR2
SH3BP5	0	0.964106993088874	0.713	0.301	0	Endothelial cells	SH3BP5
SLCO2A1	0	0.941023263330681	0.556	0.002	0	Endothelial cells	SLCO2A1
IFNGR11	0	0.928574339084178	0.666	0.299	0	Endothelial cells	IFNGR1
S1PR1	0	0.92784611925025	0.603	0.043	0	Endothelial cells	S1PR1
TFPI1	0	0.926352584989438	0.589	0.105	0	Endothelial cells	TFPI
BST2	0	0.907256299550038	0.699	0.283	0	Endothelial cells	BST2
SEC14L11	0	0.896717348693891	0.638	0.184	0	Endothelial cells	SEC14L1
MCAM	0	0.895627801046447	0.484	0.015	0	Endothelial cells	MCAM
NFIB1	0	0.892905488036168	0.592	0.097	0	Endothelial cells	NFIB
STOM1	0	0.887213947633547	0.785	0.436	0	Endothelial cells	STOM
IL33	0	0.883350196802834	0.472	0.012	0	Endothelial cells	IL33
ARHGAP29	0	0.866661253086373	0.556	0.033	0	Endothelial cells	ARHGAP29
CNN31	0	0.864350021349654	0.617	0.14	0	Endothelial cells	CNN3
FKBP1A1	0	0.864312601066236	0.895	0.568	0	Endothelial cells	FKBP1A
CRIP21	0	0.857286546150323	0.614	0.094	0	Endothelial cells	CRIP2
GIMAP71	0	0.85671485252384	0.607	0.087	0	Endothelial cells	GIMAP7
HYAL2	0	0.853953186852832	0.493	0.024	0	Endothelial cells	HYAL2
EGFL7	0	0.847755439682064	0.54	0.013	0	Endothelial cells	EGFL7
CD34	0	0.845891466439222	0.498	0.016	0	Endothelial cells	CD34
SHANK3	0	0.841168303368462	0.564	0.008	0	Endothelial cells	SHANK3
ESAM	0	0.839620825347997	0.556	0.03	0	Endothelial cells	ESAM
UACA	0	0.833295021736837	0.525	0.084	0	Endothelial cells	UACA
MMRN2	0	0.818966784990137	0.513	0.002	0	Endothelial cells	MMRN2
MYH91	0	0.815821160108901	0.877	0.578	0	Endothelial cells	MYH9
ADGRL2	0	0.815697076822774	0.491	0.015	0	Endothelial cells	ADGRL2
CD592	0	0.805107196896216	0.713	0.399	0	Endothelial cells	CD59
GIMAP8	0	0.800395157096725	0.535	0.037	0	Endothelial cells	GIMAP8
PCDH171	0	0.795777755106952	0.463	0.026	0	Endothelial cells	PCDH17
CRIM1	0	0.793921909752631	0.476	0.14	0	Endothelial cells	CRIM1
FLT1	0	0.791101462347204	0.515	0.037	0	Endothelial cells	FLT1
HEG1	0	0.790108856633044	0.524	0.085	0	Endothelial cells	HEG1
ID31	0	0.776904600154872	0.553	0.174	0	Endothelial cells	ID3
TMEM204	0	0.766454767640953	0.493	0.02	0	Endothelial cells	TMEM204
RDX	0	0.759299969714211	0.57	0.22	0	Endothelial cells	RDX
RAMP3	0	0.755317634669223	0.438	0.002	0	Endothelial cells	RAMP3
CTNNAL1	0	0.754768673153469	0.447	0.059	0	Endothelial cells	CTNNAL1
ACVRL1	0	0.743793856141423	0.54	0.096	0	Endothelial cells	ACVRL1
TIE1	0	0.739673498501905	0.509	0.006	0	Endothelial cells	TIE1
TGFBR3	0	0.736203005565112	0.505	0.109	0	Endothelial cells	TGFBR3
HEY1	0	0.732464442581537	0.401	0.026	0	Endothelial cells	HEY1
NPDC1	0	0.727142437293781	0.507	0.022	0	Endothelial cells	NPDC1
ROBO4	0	0.725404731850856	0.495	0.003	0	Endothelial cells	ROBO4
SEMA6A	0	0.719750506070586	0.422	0.005	0	Endothelial cells	SEMA6A
HLA-A2	0	0.706655485165191	1	0.978	0	Endothelial cells	HLA-A
TGFBR2	0	0.694788928146725	0.598	0.256	0	Endothelial cells	TGFBR2
ACE1	0	0.693419661279135	0.41	0.113	0	Endothelial cells	ACE
RNASE11	0	0.692415517329745	0.795	0.226	0	Endothelial cells	RNASE1
RGS5	0	0.690881762497798	0.285	0.012	0	Endothelial cells	RGS5
ITGB1	0	0.688735499279326	0.734	0.441	0	Endothelial cells	ITGB1
COL4A2	0	0.681675663008404	0.409	0.033	0	Endothelial cells	COL4A2
PALMD1	0	0.67924675721585	0.414	0.034	0	Endothelial cells	PALMD
JAM2	0	0.67862052247849	0.463	0.007	0	Endothelial cells	JAM2
PAPSS2	0	0.675232021849412	0.51	0.119	0	Endothelial cells	PAPSS2
EFNB2	0	0.661162427151674	0.401	0.117	0	Endothelial cells	EFNB2
HLA-B2	0	0.660890849049591	1	0.988	0	Endothelial cells	HLA-B
RALA	0	0.659363593293267	0.492	0.148	0	Endothelial cells	RALA
ITGA6	0	0.658970271609282	0.441	0.067	0	Endothelial cells	ITGA6
SPTAN1	0	0.658718962398734	0.618	0.278	0	Endothelial cells	SPTAN1
GPIHBP1	0	0.657174471952895	0.35	0.001	0	Endothelial cells	GPIHBP1
PODXL	0	0.656283892016874	0.446	0.013	0	Endothelial cells	PODXL
NPR3	0	0.653961070452553	0.369	0.009	0	Endothelial cells	NPR3
ECE1	0	0.652963734281807	0.484	0.062	0	Endothelial cells	ECE1
RAB11A	0	0.649445308133047	0.555	0.235	0	Endothelial cells	RAB11A
ACTN4	0	0.648637992211936	0.879	0.66	0	Endothelial cells	ACTN4
TEK	0	0.648390485103334	0.431	0.001	0	Endothelial cells	TEK
CX3CL1	0	0.63784299676846	0.372	0.013	0	Endothelial cells	CX3CL1
SMAD6	0	0.636707556426885	0.371	0.027	0	Endothelial cells	SMAD6
CAV2	0	0.622734060165683	0.526	0.064	0	Endothelial cells	CAV2
SASH1	0	0.614091522407511	0.453	0.067	0	Endothelial cells	SASH1
FZD4	0	0.612464996135097	0.421	0.012	0	Endothelial cells	FZD4
MYZAP	0	0.607989346377857	0.363	0.008	0	Endothelial cells	MYZAP
NDRG4	0	0.605158321540418	0.41	0.003	0	Endothelial cells	NDRG4
MT1M	0	0.600255906455436	0.282	0.026	0	Endothelial cells	MT1M
TGM21	0	0.599027495295892	0.587	0.231	0	Endothelial cells	TGM2
CTNND1	0	0.598995099527988	0.518	0.186	0	Endothelial cells	CTNND1
DPYSL3	0	0.596368919007159	0.423	0.03	0	Endothelial cells	DPYSL3
ADGRG6	0	0.595560689746077	0.279	0.025	0	Endothelial cells	ADGRG6
FOXF1	0	0.588723489180912	0.401	0.005	0	Endothelial cells	FOXF1
MARCKS2	0	0.583285829552562	0.515	0.168	0	Endothelial cells	MARCKS
FENDRR	0	0.579090393847737	0.383	0.002	0	Endothelial cells	FENDRR
SH2D3C	0	0.577986100043278	0.417	0.041	0	Endothelial cells	SH2D3C
PCAT19	0	0.577184833451944	0.426	0.016	0	Endothelial cells	PCAT19
B2M1	0	0.571209505739886	1	0.999	0	Endothelial cells	B2M
NOSTRIN	0	0.565217322006349	0.375	0.007	0	Endothelial cells	NOSTRIN
STXBP6	0	0.553748458919157	0.384	0.019	0	Endothelial cells	STXBP6
APOL3	0	0.550090254442526	0.435	0.064	0	Endothelial cells	APOL3
SOX18	0	0.547914985111793	0.316	0.001	0	Endothelial cells	SOX18
CPNE2	0	0.547893160460541	0.42	0.081	0	Endothelial cells	CPNE2
IFITM2	0	0.540414697114569	0.816	0.441	0	Endothelial cells	IFITM2
MYCT1	0	0.53948043624785	0.37	0.007	0	Endothelial cells	MYCT1
ERG	0	0.539219023734513	0.394	0.004	0	Endothelial cells	ERG
ITGA1	0	0.53730687576421	0.329	0.041	0	Endothelial cells	ITGA1
TSPAN18	0	0.528063666367288	0.38	0.004	0	Endothelial cells	TSPAN18
COL4A1	0	0.51884034810348	0.336	0.017	0	Endothelial cells	COL4A1
DOCK9	0	0.516977159797362	0.4	0.036	0	Endothelial cells	DOCK9
S100A16	0	0.516052834282885	0.421	0.06	0	Endothelial cells	S100A16
PTPRM	0	0.508058378553772	0.42	0.099	0	Endothelial cells	PTPRM
CYYR1	0	0.506123374128111	0.359	0.003	0	Endothelial cells	CYYR1
TJP1	0	0.50584350459617	0.422	0.067	0	Endothelial cells	TJP1
SRPX	0	0.505688192099933	0.299	0.01	0	Endothelial cells	SRPX
HDAC7	0	0.50518499262365	0.45	0.126	0	Endothelial cells	HDAC7
CA4	0	0.499655980878674	0.277	0.001	0	Endothelial cells	CA4
MAOA1	0	0.498093030867419	0.429	0.12	0	Endothelial cells	MAOA
CALD1	0	0.491581064527723	0.41	0.035	0	Endothelial cells	CALD1
FRY	0	0.489978449103429	0.364	0.076	0	Endothelial cells	FRY
GALNT18	0	0.488319150302066	0.358	0.025	0	Endothelial cells	GALNT18
VAMP5	0	0.480676973575705	0.397	0.073	0	Endothelial cells	VAMP5
HECW2	0	0.479315522893335	0.29	0.012	0	Endothelial cells	HECW2
NOTCH4	0	0.473602817150474	0.359	0.01	0	Endothelial cells	NOTCH4
TMTC1	0	0.473570257953164	0.286	0.012	0	Endothelial cells	TMTC1
STARD3	0	0.468114626131948	0.389	0.113	0	Endothelial cells	STARD3
JCAD	0	0.462390714082035	0.33	0.004	0	Endothelial cells	JCAD
ELK31	0	0.460398306613062	0.419	0.094	0	Endothelial cells	ELK3
LMCD1	0	0.459067643812863	0.294	0.025	0	Endothelial cells	LMCD1
NRN1	0	0.458123600637624	0.329	0.002	0	Endothelial cells	NRN1
TBX3	0	0.455606652991125	0.283	0.008	0	Endothelial cells	TBX3
KDR	0	0.452990193829859	0.289	0.01	0	Endothelial cells	KDR
GIMAP4	0	0.451586967727776	0.392	0.103	0	Endothelial cells	GIMAP4
CXorf36	0	0.450877453222542	0.304	0.001	0	Endothelial cells	CXorf36
KIAA0355	0	0.450009094919536	0.366	0.079	0	Endothelial cells	KIAA0355
ENG	0	0.449494772216808	0.336	0.066	0	Endothelial cells	ENG
GIMAP6	0	0.443876300715737	0.362	0.048	0	Endothelial cells	GIMAP6
EPB41L2	0	0.440724900703271	0.352	0.09	0	Endothelial cells	EPB41L2
FXYD6	0	0.428490008888609	0.341	0.059	0	Endothelial cells	FXYD6
PLS31	0	0.422571505709365	0.41	0.115	0	Endothelial cells	PLS3
TINAGL1	0	0.417461181625751	0.304	0.013	0	Endothelial cells	TINAGL1
PRX	0	0.413451254368249	0.268	0.019	0	Endothelial cells	PRX
ZEB1	0	0.404502417888026	0.313	0.026	0	Endothelial cells	ZEB1
TRIB2	0	0.402999299778563	0.311	0.055	0	Endothelial cells	TRIB2
EPHB4	0	0.402896995547176	0.306	0.025	0	Endothelial cells	EPHB4
EMP2	0	0.399259641622248	0.645	0.205	0	Endothelial cells	EMP2
HIF3A	0	0.395998084505966	0.289	0.007	0	Endothelial cells	HIF3A
GRASP1	0	0.394964160495571	0.324	0.073	0	Endothelial cells	GRASP
LHFPL6	0	0.391092294239991	0.325	0.032	0	Endothelial cells	LHFPL6
SOX7	0	0.390907782822867	0.27	0.002	0	Endothelial cells	SOX7
PLSCR4	0	0.390582828014677	0.314	0.028	0	Endothelial cells	PLSCR4
C1orf115	0	0.387769164992985	0.3	0.009	0	Endothelial cells	C1orf115
FAXDC2	0	0.383035980549413	0.309	0.07	0	Endothelial cells	FAXDC2
RASIP1	0	0.379356624168178	0.293	0.002	0	Endothelial cells	RASIP1
NES	0	0.378615479920214	0.257	0.005	0	Endothelial cells	NES
SHROOM4	0	0.3746439749225	0.294	0.016	0	Endothelial cells	SHROOM4
LMO2	0	0.370953196500831	0.313	0.07	0	Endothelial cells	LMO2
ADGRL4	0	0.370317894078721	0.264	0.001	0	Endothelial cells	ADGRL4
CD109	0	0.367118341989264	0.275	0.045	0	Endothelial cells	CD109
RAPGEF5	0	0.366309391517115	0.278	0.031	0	Endothelial cells	RAPGEF5
MEIS21	0	0.361378814506571	0.279	0.047	0	Endothelial cells	MEIS2
TSPAN9	0	0.358066620020917	0.287	0.019	0	Endothelial cells	TSPAN9
SPNS2	0	0.357777046768229	0.272	0.015	0	Endothelial cells	SPNS2
JAM3	0	0.356883731633039	0.274	0.015	0	Endothelial cells	JAM3
HOXA5	0	0.354659293959142	0.26	0.019	0	Endothelial cells	HOXA5
ARAP3	0	0.354258338403722	0.282	0.014	0	Endothelial cells	ARAP3
TMEM47	0	0.353898727752489	0.275	0.023	0	Endothelial cells	TMEM47
FAM171A1	0	0.353041457438578	0.268	0.011	0	Endothelial cells	FAM171A1
PCGF2	0	0.352337192706954	0.3	0.05	0	Endothelial cells	PCGF2
KCNMB4	0	0.34844089958668	0.256	0.005	0	Endothelial cells	KCNMB4
PTPRG	0	0.341886433106641	0.273	0.031	0	Endothelial cells	PTPRG
HSPA12B	0	0.341152005958225	0.267	0.002	0	Endothelial cells	HSPA12B
NOVA2	0	0.338291272457203	0.253	0.002	0	Endothelial cells	NOVA2
PAK4	0	0.319918435515844	0.265	0.049	0	Endothelial cells	PAK4
RHOJ	0	0.319303613245929	0.257	0.008	0	Endothelial cells	RHOJ
GIMAP1	0	0.317641496308197	0.272	0.05	0	Endothelial cells	GIMAP1
KCTD3	0	0.313253119609313	0.254	0.047	0	Endothelial cells	KCTD3
SEMA3F	0	0.311947178507316	0.251	0.006	0	Endothelial cells	SEMA3F
INPP1	0	0.303150226563958	0.265	0.053	0	Endothelial cells	INPP1
IL6ST	2.42695537689759e-301	0.698051256347378	0.555	0.242	5.92686772592161e-297	Endothelial cells	IL6ST
HLA-C1	5.48351441513172e-297	0.54144447183094	0.999	0.929	1.33912905531932e-292	Endothelial cells	HLA-C
KLF21	8.66341359813506e-294	0.783711080323764	0.88	0.614	2.11569223480056e-289	Endothelial cells	KLF2
TPST2	4.39684810918159e-291	0.503535008895527	0.47	0.17	1.07375427674324e-286	Endothelial cells	TPST2
NDRG2	2.96165955976455e-286	0.383470153524807	0.341	0.091	7.23266881090101e-282	Endothelial cells	NDRG2
LAMA5	1.72067566631138e-285	0.322959647961499	0.291	0.068	4.20206204469902e-281	Endothelial cells	LAMA5
PEA151	1.21287965697987e-284	0.594151509623778	0.579	0.268	2.96197341031053e-280	Endothelial cells	PEA15
MYLK1	1.94629363907179e-279	0.468268208857788	0.329	0.087	4.75304369597722e-275	Endothelial cells	MYLK
MYO1C	3.028378743512e-275	0.391140051541643	0.347	0.099	7.39560372953065e-271	Endothelial cells	MYO1C
ARRDC2	2.73178671086616e-270	0.579480176749872	0.394	0.133	6.67129632660625e-266	Endothelial cells	ARRDC2
FERMT2	2.3843280205645e-266	0.339260918910417	0.308	0.08	5.82276745902056e-262	Endothelial cells	FERMT2
SORBS21	1.92902277210615e-264	0.305664547822427	0.257	0.058	4.71086651176042e-260	Endothelial cells	SORBS2
CDKN1C	3.31795531414085e-262	0.47945309861523	0.372	0.114	8.10277867266337e-258	Endothelial cells	CDKN1C
PKP4	6.12265453292915e-259	0.323071434535681	0.265	0.063	1.49521346348663e-254	Endothelial cells	PKP4
PTTG1IP	8.0149068471822e-256	0.618752632558095	0.659	0.403	1.95732040115036e-251	Endothelial cells	PTTG1IP
GAS6	1.03680224182802e-255	0.322377963129536	0.28	0.068	2.53197475476821e-251	Endothelial cells	GAS6
ID12	2.05906951098795e-253	0.68817262365277	0.487	0.188	5.02845365278368e-249	Endothelial cells	ID1
FKBP9	1.86505769138193e-251	0.330880446324	0.319	0.089	4.55465738812381e-247	Endothelial cells	FKBP9
GFOD1	7.27684720749923e-250	0.331987357917152	0.264	0.063	1.77707885654339e-245	Endothelial cells	GFOD1
PHACTR2	5.6859558446165e-249	0.497444118167711	0.436	0.164	1.38856727681379e-244	Endothelial cells	PHACTR2
ARHGEF12	1.2924704313122e-247	0.402559670748503	0.386	0.129	3.15634204030753e-243	Endothelial cells	ARHGEF12
RRAS	1.38462839589245e-241	0.376565165780562	0.358	0.114	3.38140100560895e-237	Endothelial cells	RRAS
GNAI22	1.81109188625624e-236	0.566418410797171	0.859	0.637	4.42286749542637e-232	Endothelial cells	GNAI2
FNBP1L	2.94282814903624e-235	0.290277203379418	0.264	0.066	7.18668062276139e-231	Endothelial cells	FNBP1L
RPS6KA21	1.05814931222953e-234	0.342958047869556	0.306	0.087	2.58410643539572e-230	Endothelial cells	RPS6KA2
FBXO21	2.84025688088161e-233	0.352458590127875	0.315	0.093	6.93619132880098e-229	Endothelial cells	FBXO21
SERPINB61	3.37500016429883e-232	0.545904644979368	0.511	0.242	8.24208790123417e-228	Endothelial cells	SERPINB6
WARS2	8.0610467656426e-229	0.600132603952298	0.476	0.214	1.96858823063758e-224	Endothelial cells	WARS
SERPINE1	1.96747072586645e-228	0.753519977800364	0.287	0.079	4.80476025963847e-224	Endothelial cells	SERPINE1
EMP1	1.08392282982041e-227	0.727222954946027	0.453	0.18	2.64704794270442e-223	Endothelial cells	EMP1
HLA-F1	3.04899384768546e-226	0.581088655990488	0.704	0.439	7.44594787543267e-222	Endothelial cells	HLA-F
ITGA5	9.95315756407392e-226	0.417626774415891	0.382	0.136	2.43066060872249e-221	Endothelial cells	ITGA5
TPM1	2.33902743563112e-223	0.368180186359405	0.344	0.111	5.71213890055477e-219	Endothelial cells	TPM1
PRCP1	3.91146443268671e-217	0.54048305007699	0.369	0.136	9.55218729106422e-213	Endothelial cells	PRCP
TRIM561	2.03509574369841e-216	0.515948926790736	0.445	0.185	4.96990731568589e-212	Endothelial cells	TRIM56
LAPTM4A	4.24688677941566e-213	0.465305362597356	0.878	0.679	1.0371322204011e-208	Endothelial cells	LAPTM4A
FNIP21	7.13886093638471e-213	0.476447143090341	0.401	0.156	1.74338122927451e-208	Endothelial cells	FNIP2
MAPK3	8.50219582057633e-212	0.370980426247212	0.355	0.123	2.07632124134295e-207	Endothelial cells	MAPK3
RALGAPA2	4.33109447854764e-211	0.361393752054304	0.296	0.089	1.05769658260612e-206	Endothelial cells	RALGAPA2
FGD51	1.70374585218585e-210	0.322563302764947	0.31	0.097	4.16071774562306e-206	Endothelial cells	FGD5
FLNB1	2.16865214477861e-209	0.36990487932334	0.318	0.101	5.29606540276385e-205	Endothelial cells	FLNB
TXNIP2	3.47137454399116e-209	0.584993519168497	0.994	0.893	8.47744377388082e-205	Endothelial cells	TXNIP
HDGFL3	4.18601981055103e-208	0.2718586229501	0.253	0.067	1.02226789793467e-203	Endothelial cells	HDGFL3
NEDD9	6.64904319701201e-208	0.486341262904771	0.476	0.207	1.6237628391423e-203	Endothelial cells	NEDD9
THBD2	7.15640883091948e-208	0.552629102097061	0.455	0.188	1.74766660059885e-203	Endothelial cells	THBD
PLPP1	2.51759029764804e-205	0.350338645665611	0.274	0.079	6.14820726588629e-201	Endothelial cells	PLPP1
CD82	4.29859539125152e-205	0.55326144399306	0.471	0.213	1.04975998049753e-200	Endothelial cells	CD82
MACF1	9.88618869803373e-204	0.468509941033944	0.564	0.285	2.41430614194682e-199	Endothelial cells	MACF1
DOCK4	9.83666234981307e-203	0.280132818019996	0.251	0.067	2.40221131244785e-198	Endothelial cells	DOCK4
SLC44A2	1.39390008717639e-202	0.454718859085168	0.442	0.192	3.40404340289346e-198	Endothelial cells	SLC44A2
DPYSL2	2.30959983301788e-202	0.494478041964149	0.528	0.267	5.64027375221297e-198	Endothelial cells	DPYSL2
CARHSP1	1.1299642110221e-201	0.272393831101648	0.271	0.077	2.75948559973707e-197	Endothelial cells	CARHSP1
RHOB2	1.71907816151545e-198	0.815863663001306	0.957	0.839	4.19816077823688e-194	Endothelial cells	RHOB
CTDSP2	4.10185155781325e-197	0.461910916789933	0.488	0.232	1.00171316893357e-192	Endothelial cells	CTDSP2
LRRC8A	5.54426447622465e-196	0.391258283822514	0.368	0.137	1.35396482773882e-191	Endothelial cells	LRRC8A
